Learning Rate	Train Loss1	Train Loss2	
0.100000	1.243121	1.069081	
0.100000	0.946132	0.860184	
0.100000	0.897999	0.887106	
0.100000	1.120826	0.940389	
0.100000	0.892016	0.958420	
0.100000	1.104467	0.894035	
0.100000	0.926076	0.966037	
0.100000	0.900922	0.936486	
0.100000	0.844425	0.814751	
0.100000	1.036788	0.878413	
0.100000	1.358953	1.391000	
0.100000	0.922455	0.811681	
0.100000	1.002502	0.996133	
0.100000	0.874289	0.858309	
0.100000	1.004188	0.907119	
0.100000	1.194865	0.958961	
0.100000	0.868881	0.864380	
0.100000	0.939612	0.831383	
0.100000	1.100696	0.913778	
0.100000	0.610762	0.526790	
0.100000	1.442765	1.339835	
0.100000	0.986062	0.916971	
0.100000	0.898670	0.975844	
0.100000	0.769978	0.811339	
0.100000	0.951143	0.804713	
0.100000	0.969119	0.892072	
0.100000	1.336557	1.342431	
0.100000	0.819219	0.780961	
0.100000	0.992507	0.956786	
0.100000	0.936378	0.796386	
0.100000	1.367139	1.192220	
0.100000	1.247175	1.115828	
0.100000	0.809008	0.923804	
0.100000	0.952273	1.050442	
0.100000	1.119120	1.261800	
0.100000	0.870194	0.950175	
0.100000	1.050623	0.939961	
0.100000	0.980080	0.918794	
0.100000	1.247403	1.171188	
0.100000	0.924584	0.918981	
0.100000	0.985102	0.941739	
0.100000	0.794977	0.663411	
0.100000	0.799560	0.792078	
0.100000	1.001437	1.005476	
0.100000	1.027252	0.998325	
0.100000	0.993553	0.880050	
0.100000	0.923449	0.782308	
0.100000	1.135269	1.120573	
0.100000	0.952305	0.919530	
0.100000	1.083835	0.944576	
0.100000	1.030936	0.908173	
0.100000	0.926579	0.918789	
0.100000	1.028941	1.004563	
0.100000	1.243939	0.893892	
0.100000	0.953639	1.035374	
0.100000	0.951392	0.908400	
0.100000	0.890956	0.778360	
0.100000	1.240206	1.141895	
0.100000	1.010305	0.900911	
0.100000	1.078522	0.959785	
0.100000	1.155922	1.092387	
0.100000	1.085195	1.084547	
0.100000	1.056087	0.933823	
0.100000	1.006733	1.023278	
0.100000	0.780967	0.818836	
0.100000	0.829403	0.918409	
0.100000	0.893104	0.842830	
0.100000	1.035618	0.879454	
0.100000	0.804117	0.795791	
0.100000	1.227594	1.260207	
0.100000	1.102742	0.937573	
0.100000	0.907534	0.729505	
0.100000	0.889698	0.725689	
0.100000	0.979410	0.816818	
0.100000	1.150391	0.958308	
0.100000	0.884653	0.710175	
0.100000	0.898739	0.772404	
0.100000	1.326232	1.148081	
0.100000	0.884098	0.862986	
0.100000	1.036107	0.965400	
0.100000	1.256248	1.181532	
0.100000	0.974459	0.870438	
0.100000	1.094043	0.906312	
0.100000	1.255537	1.196528	
0.100000	1.107879	1.083979	
0.100000	0.906428	0.898319	
0.100000	1.205690	1.100462	
0.100000	0.978823	0.894488	
0.100000	1.127145	0.985921	
0.100000	0.858663	0.795078	
0.100000	0.996204	0.884742	
0.100000	0.857979	0.774219	
0.100000	1.131375	0.956868	
0.100000	0.952252	0.871134	
0.100000	1.176161	1.180965	
0.100000	1.520008	1.489802	
0.100000	0.924650	0.903062	
0.100000	1.317042	1.134353	
0.100000	0.898579	0.780529	
0.100000	1.084692	1.038694	
0.100000	0.828620	0.716608	
0.100000	0.837967	0.767552	
0.100000	1.110056	0.876165	
0.100000	0.906281	0.712759	
0.100000	1.145246	1.104563	
0.100000	0.969037	0.730223	
0.100000	1.200743	1.051407	
0.100000	0.976573	0.871663	
0.100000	0.973997	0.887963	
0.100000	0.926149	0.741636	
0.100000	1.007117	0.935107	
0.100000	0.982347	0.954868	
0.100000	0.921968	0.921546	
0.100000	1.605096	1.515505	
0.100000	0.955389	1.020379	
0.100000	1.197497	1.068432	
0.100000	1.070234	1.094241	
0.100000	1.052879	1.111448	
0.100000	0.720909	0.655996	
0.100000	0.865922	0.898129	
0.100000	1.124492	0.953992	
0.100000	0.949066	0.866488	
0.100000	1.041853	0.983914	
0.100000	1.113711	1.150890	
0.100000	0.877506	1.041457	
0.100000	0.968104	0.817244	
0.100000	1.308372	1.222413	
0.100000	1.054796	0.967358	
0.100000	0.934280	0.917143	
0.100000	0.973445	0.916967	
0.100000	1.035539	1.195751	
0.100000	0.891081	0.968357	
0.100000	0.888557	0.859457	
0.100000	1.106637	0.899255	
0.100000	0.890086	0.800291	
0.100000	1.265000	1.326794	
0.100000	0.897896	1.035808	
0.100000	0.984488	1.055169	
0.100000	1.017684	0.907491	
0.100000	1.001486	0.960463	
0.100000	0.900128	0.712245	
0.100000	1.333331	1.167981	
0.100000	0.961772	0.896301	
0.100000	0.881655	0.869587	
0.100000	0.941484	0.899196	
0.100000	1.144731	0.899921	
0.100000	1.089824	1.062885	
0.100000	0.937121	0.871827	
0.100000	1.047995	0.823617	
0.100000	0.993895	0.802220	
0.100000	0.861062	0.887966	
0.100000	0.964782	0.949361	
0.100000	0.885300	0.771298	
0.100000	0.964910	0.949725	
0.100000	0.718324	0.600671	
0.100000	0.745194	0.631307	
0.100000	0.857727	0.870390	
0.100000	0.875349	0.713772	
0.100000	0.909077	0.766504	
0.100000	0.701164	0.691603	
0.100000	1.017084	1.017221	
0.100000	0.950476	0.909286	
0.100000	1.071259	0.862533	
0.100000	1.776160	1.745051	
0.100000	1.174686	1.057443	
0.100000	1.181892	1.191824	
0.100000	1.029178	1.015392	
0.100000	1.221216	1.110016	
0.100000	0.855611	0.813522	
0.100000	0.933017	0.986836	
0.100000	1.076338	0.975143	
0.100000	1.042238	1.060919	
0.100000	0.987117	0.821205	
0.100000	1.083564	1.061001	
0.100000	1.077755	0.942919	
0.100000	1.139496	1.073337	
0.100000	1.059459	0.837305	
0.100000	0.879304	0.818167	
0.100000	0.886240	0.875289	
0.100000	0.883725	0.729231	
0.100000	0.971546	0.864772	
0.100000	0.932281	0.727052	
0.100000	0.827634	0.819090	
0.100000	0.839340	0.714517	
0.100000	0.977770	0.962087	
0.100000	0.757160	0.824980	
0.100000	0.855299	0.766247	
0.100000	0.803823	0.894572	
0.100000	1.065289	0.894392	
0.100000	0.754825	0.823618	
0.100000	0.671812	0.763666	
0.100000	0.873210	0.781353	
0.100000	0.888606	0.745548	
0.100000	0.934881	0.796257	
0.100000	1.202680	1.088019	
0.100000	0.990861	0.986261	
0.100000	0.828186	0.938626	
0.100000	0.859026	0.747157	
0.100000	1.233903	1.096282	
0.100000	1.058538	1.083912	
0.100000	0.847456	0.771653	
0.100000	0.911655	0.717629	
0.100000	0.804047	0.782501	
0.100000	0.812837	0.726063	
0.100000	1.182889	1.145053	
0.100000	1.367318	1.014417	
0.100000	0.978005	0.863601	
0.100000	0.753161	0.699899	
0.100000	1.006814	1.099065	
0.100000	1.017717	0.986900	
0.100000	0.771149	0.738313	
0.100000	1.180957	1.314183	
0.100000	0.949539	0.889851	
0.100000	0.978310	0.928448	
0.100000	1.072394	1.151340	
0.100000	0.788384	0.711764	
0.100000	0.891649	0.971415	
0.100000	0.785009	0.896738	
0.100000	1.485173	1.363384	
0.100000	1.323249	1.244300	
0.100000	1.110260	1.019066	
0.100000	1.524611	1.255484	
0.100000	0.873570	0.847849	
0.100000	0.729127	0.734075	
0.100000	1.213860	1.045048	
0.100000	0.784714	0.711939	
0.100000	0.957124	0.785762	
0.100000	1.184517	1.044430	
0.100000	0.996652	0.733564	
0.100000	1.199015	0.985217	
0.100000	1.001308	0.947464	
0.100000	0.896493	0.878469	
0.100000	0.945602	1.000061	
0.100000	1.175892	1.103372	
0.100000	0.961838	0.757229	
0.100000	0.864156	0.892432	
0.100000	1.154291	0.972740	
0.100000	0.808279	0.723907	
0.100000	0.792563	0.819587	
0.100000	0.862622	0.864907	
0.100000	0.770291	0.773822	
0.100000	0.889571	0.976740	
0.100000	1.118825	1.166335	
0.100000	0.961524	0.952343	
0.100000	1.139927	1.137279	
0.100000	0.864493	0.922474	
0.100000	0.976211	0.837760	
0.100000	1.160706	0.933376	
0.100000	0.779341	0.678746	
0.100000	0.876875	0.854900	
0.100000	1.138369	1.071476	
0.100000	0.856190	0.869711	
0.100000	0.865978	1.010641	
0.100000	1.385118	1.260778	
0.100000	0.850399	0.790414	
0.100000	0.927304	0.949788	
0.100000	0.644388	0.628914	
0.100000	0.910203	0.786636	
0.100000	0.904258	0.788447	
0.100000	0.939742	0.945571	
0.100000	0.892994	0.744039	
0.100000	1.119451	1.139813	
0.100000	0.808976	0.700170	
0.100000	0.946305	0.976076	
0.100000	0.908342	0.856084	
0.100000	1.261922	1.232643	
0.100000	0.775845	0.821900	
0.100000	1.016329	1.066463	
0.100000	0.922342	0.947581	
0.100000	1.102502	1.246333	
0.100000	0.999572	0.941611	
0.100000	0.779519	0.875352	
0.100000	1.155832	1.036676	
0.100000	0.917141	0.768593	
0.100000	0.682722	0.615198	
0.100000	0.992012	0.891642	
0.100000	0.889421	0.842905	
0.100000	1.431749	1.266969	
0.100000	0.917662	0.953004	
0.100000	0.987311	0.915913	
0.100000	0.876919	0.905249	
0.100000	0.938993	0.743819	
0.100000	1.011842	0.873584	
0.100000	0.979800	0.923145	
0.100000	0.905931	0.878415	
0.100000	0.965165	0.929080	
0.100000	1.028347	0.875903	
0.100000	0.889437	0.697833	
0.100000	0.791602	0.800059	
0.100000	0.979965	0.882665	
0.100000	1.050309	0.928852	
0.100000	1.059373	0.996965	
0.100000	0.829224	0.772090	
0.100000	1.134830	1.067362	
0.100000	1.542146	1.591315	
0.100000	0.876225	0.896532	
0.100000	0.963716	0.802774	
0.100000	1.047694	1.005684	
0.100000	0.852171	0.866363	
0.100000	0.860856	0.867159	
0.100000	1.264508	1.051898	
0.100000	0.755734	0.646520	
0.100000	0.931637	1.016449	
0.100000	0.788138	0.723878	
0.100000	0.915954	0.740939	
0.100000	1.003909	0.841317	
0.100000	0.808468	0.704202	
0.100000	1.025392	0.931870	
0.100000	0.896932	0.856120	
0.100000	1.225957	1.170173	
0.100000	1.023562	0.817411	
0.100000	0.829159	0.665821	
0.100000	0.765971	0.960907	
0.100000	0.794820	0.865100	
0.100000	0.898178	0.908596	
0.100000	0.974240	1.158668	
0.100000	0.773634	0.798715	
0.100000	1.148128	0.950088	
0.100000	0.773508	0.845035	
0.100000	1.002936	0.997728	
0.100000	1.249898	1.106284	
0.100000	0.868419	0.837610	
0.100000	1.034361	1.012207	
0.100000	0.966304	0.994877	
0.100000	0.956622	0.878187	
0.100000	0.984933	0.913023	
0.100000	1.529277	1.157510	
0.100000	0.857227	0.737125	
0.100000	0.912701	0.701086	
0.100000	1.120160	1.043528	
0.100000	1.103647	1.083567	
0.100000	0.992258	0.986955	
0.100000	1.037035	0.889405	
0.100000	0.936971	0.985453	
0.100000	0.952506	0.996754	
0.100000	0.961601	1.020380	
0.100000	0.868984	0.839430	
0.100000	0.857997	0.778739	
0.100000	0.892901	0.849954	
0.100000	1.045363	0.999455	
0.100000	1.144093	1.185518	
0.100000	1.351404	1.274788	
0.100000	0.865807	0.808937	
0.100000	0.820552	0.689035	
0.100000	0.803674	0.779642	
0.100000	1.151434	1.084955	
0.100000	0.881434	0.930544	
0.100000	1.095519	1.082402	
0.100000	1.311091	1.293174	
0.100000	0.824430	0.773925	
0.100000	1.007861	0.873713	
0.100000	1.084684	1.014809	
0.100000	0.998661	1.137817	
0.100000	1.663305	1.509750	
0.100000	0.798770	0.910556	
0.100000	0.768002	0.788840	
0.100000	1.394981	1.269388	
0.100000	0.815338	0.771306	
0.100000	0.763348	0.748700	
0.100000	1.103861	1.175542	
0.100000	0.957451	0.874938	
0.100000	1.795429	1.735576	
0.100000	1.095976	1.054811	
0.100000	1.165899	1.093615	
0.100000	0.954198	0.981815	
0.100000	0.702147	0.616379	
0.100000	0.886651	0.785573	
0.100000	0.965943	0.772350	
0.100000	0.958886	1.011271	
0.100000	1.054061	1.054023	
0.100000	1.005770	0.827660	
0.100000	0.817269	0.735140	
0.100000	1.055261	0.912804	
0.100000	0.855702	0.818122	
0.100000	1.043779	0.988277	
0.100000	1.059107	0.843286	
0.100000	0.703702	0.760081	
0.100000	1.514226	1.366682	
0.100000	0.937256	0.900619	
0.100000	0.937946	0.830916	
0.100000	0.832017	0.724159	
0.100000	1.472641	1.269660	
0.100000	1.046610	0.959755	
0.100000	0.845700	0.888889	
0.100000	0.860675	0.926746	
0.100000	0.994524	0.830551	
0.100000	1.103760	0.998479	
0.100000	0.946681	0.845929	
0.100000	0.963718	1.119414	
0.100000	0.818194	0.836257	
0.100000	0.876127	0.819670	
0.100000	1.100717	0.974885	
0.100000	0.967321	0.911151	
0.100000	1.087342	1.009240	
0.100000	0.900936	0.846832	
0.100000	0.904380	0.874155	
0.100000	0.969555	0.855509	
0.100000	0.790011	0.677620	
0.100000	0.944525	0.730149	
0.100000	1.343089	1.118674	
0.100000	0.959789	0.723159	
0.100000	0.732685	0.659493	
0.100000	0.891143	0.900297	
0.100000	0.915374	0.915336	
0.100000	1.051991	1.043278	
0.100000	0.753857	0.726260	
0.100000	0.903938	0.773972	
0.100000	0.988120	0.972611	
0.100000	0.823202	0.851940	
0.100000	0.948260	0.867519	
0.100000	1.214607	1.239708	
0.100000	0.966595	0.960033	
0.100000	0.882327	0.888345	
0.100000	0.955054	1.035801	
0.100000	0.850839	0.844351	
0.100000	0.773781	0.705843	
0.100000	0.873799	0.849371	
0.100000	0.916207	0.888716	
0.100000	1.019430	0.957174	
0.100000	0.923903	0.961889	
0.100000	1.067562	0.990501	
0.100000	1.024777	0.776703	
0.100000	0.680838	0.785524	
0.100000	1.184986	1.046777	
0.100000	0.908246	0.917342	
0.100000	0.944754	0.962044	
0.100000	0.939706	0.913610	
0.100000	0.887920	0.921634	
0.100000	0.936941	0.838353	
0.100000	0.910835	0.742476	
0.100000	1.061064	1.034380	
0.100000	0.786591	0.767565	
0.100000	1.203181	1.068791	
0.100000	0.739191	0.651154	
0.100000	1.040093	0.918779	
0.100000	1.309421	1.193738	
0.100000	0.877392	0.725429	
0.100000	1.184313	1.153497	
0.100000	1.099055	0.985254	
0.100000	0.970610	0.803439	
0.100000	0.908101	0.921132	
0.100000	1.128047	1.011294	
0.100000	0.770262	0.668911	
0.100000	0.808558	0.816996	
0.100000	0.927548	0.800418	
0.100000	0.921140	0.940602	
0.100000	0.852429	0.764396	
0.100000	0.951521	0.846906	
0.100000	1.082979	1.020341	
0.100000	0.973442	0.875514	
0.100000	0.948331	0.817973	
0.100000	0.830494	0.751952	
0.100000	0.986927	1.060460	
0.100000	0.989309	0.982741	
0.100000	0.946001	0.860991	
0.100000	0.909477	0.817557	
0.100000	1.180794	1.166793	
0.100000	0.817945	0.614743	
0.100000	0.848168	0.925155	
0.100000	0.734574	0.653673	
0.100000	0.975619	0.961943	
0.100000	0.937294	0.807552	
0.100000	0.786222	0.810861	
0.100000	1.085857	0.977883	
0.100000	1.047802	0.999194	
0.100000	0.895118	0.961767	
0.100000	0.968765	0.855378	
0.100000	0.975587	0.809829	
0.100000	1.117292	1.064857	
0.100000	0.946777	0.890591	
0.100000	0.939572	0.790125	
0.100000	1.039298	1.130773	
0.100000	1.682958	1.567543	
0.100000	0.793530	0.744031	
0.100000	0.801689	0.838108	
0.100000	1.170090	1.019951	
0.100000	0.854696	0.822371	
0.100000	0.903399	0.921137	
0.100000	1.432392	1.487876	
0.100000	1.288132	1.133135	
0.100000	0.797158	0.837209	
0.100000	0.714432	0.625223	
0.100000	1.016698	1.080435	
0.100000	1.229081	1.066536	
0.100000	0.897508	0.849134	
0.100000	0.952887	0.927048	
0.100000	0.999659	0.979816	
0.100000	0.978195	1.016201	
0.100000	1.560846	1.680919	
0.100000	0.982706	0.867235	
0.100000	0.806178	0.726130	
0.100000	1.146643	1.003196	
0.100000	0.923367	0.953132	
0.100000	0.881574	0.871253	
0.100000	0.886655	0.859922	
0.100000	1.060816	1.120682	
0.100000	0.879392	0.848068	
0.100000	1.067470	1.049328	
0.100000	0.970770	0.902312	
0.100000	0.841162	0.842272	
0.100000	0.718391	0.815741	
0.100000	1.195791	1.001210	
0.100000	0.791079	0.730122	
0.100000	0.762246	0.711221	
0.100000	0.936510	0.893948	
0.100000	1.405114	1.427308	
0.100000	0.973085	0.945916	
0.100000	0.918636	0.972787	
0.100000	0.924249	0.758981	
0.100000	1.145079	1.064246	
0.100000	0.942987	0.857366	
0.100000	0.701613	0.766404	
0.100000	0.806123	0.754588	
0.100000	1.108247	0.923206	
0.100000	0.913684	0.904578	
0.100000	0.973915	0.926365	
0.100000	0.826526	0.840466	
0.100000	1.061363	1.029687	
0.100000	0.779757	0.795089	
0.100000	1.054092	1.021412	
0.100000	0.916227	1.007528	
0.100000	1.023574	0.901395	
0.100000	0.950238	0.906525	
0.100000	0.957620	0.898917	
0.100000	0.748765	0.680051	
0.100000	0.845938	0.812648	
0.100000	1.159157	1.069120	
0.100000	1.011330	1.020270	
0.100000	0.903984	0.875560	
0.100000	0.917595	0.741187	
0.100000	1.092457	1.065737	
0.100000	0.900465	0.771371	
0.100000	0.806890	0.716404	
0.100000	0.945170	0.934188	
0.100000	0.816610	0.812612	
0.100000	1.184484	1.193790	
0.100000	0.938245	0.957202	
0.100000	1.026282	0.859752	
0.100000	1.218105	1.028785	
0.100000	0.630131	0.704568	
0.100000	1.056898	1.037766	
0.100000	0.958192	0.866429	
0.100000	0.993658	0.951491	
0.100000	0.866916	0.731818	
0.100000	0.740881	0.750507	
0.100000	0.916539	0.738706	
0.100000	1.789263	1.984711	
0.100000	0.841059	0.709908	
0.100000	1.854941	1.657107	
0.100000	0.731274	0.755066	
0.100000	1.061249	1.045408	
0.100000	1.126261	1.181320	
0.100000	0.935339	0.803264	
0.100000	0.972432	0.827371	
0.100000	0.917097	0.813798	
0.100000	1.227338	1.142267	
0.100000	1.007072	0.976972	
